Date,AdjClose,LogReturn
24/03/1997,2579.300049,-0.003019532
25/03/1997,2624.300049,0.017296149
26/03/1997,2648.699951,0.009254723
27/03/1997,2656.699951,0.003015798
01/04/1997,2581.800049,-0.028597884
02/04/1997,2530.300049,-0.020148957
03/04/1997,2514.5,-0.006263915
04/04/1997,2518,0.001390959
07/04/1997,2572.300049,0.021335524
08/04/1997,2579,0.002601268
09/04/1997,2617.600098,0.014856178
10/04/1997,2608,-0.003674261
11/04/1997,2574.600098,-0.012889424
14/04/1997,2566.100098,-0.003306946
15/04/1997,2620.600098,0.021016062
16/04/1997,2621,0.000152588
17/04/1997,2615.199951,-0.002215367
18/04/1997,2547.600098,-0.02618878
21/04/1997,2522.699951,-0.009822041
22/04/1997,2514.699951,-0.003176244
23/04/1997,2533.600098,0.007487762
24/04/1997,2539.800049,0.002444102
25/04/1997,2536.300049,-0.001379012
28/04/1997,2550.300049,0.005504673
29/04/1997,2602.899902,0.020415152
30/04/1997,2639.5,0.013963335
02/05/1997,2655.300049,0.005968156
05/05/1997,2672.800049,0.006568969
06/05/1997,2651.899902,-0.007850303
07/05/1997,2643.300049,-0.003248172
09/05/1997,2633.899902,-0.003562555
12/05/1997,2693.100098,0.022227382
13/05/1997,2719.600098,0.009791864
14/05/1997,2774.600098,0.020021781
15/05/1997,2776,0.000504415
16/05/1997,2784.300049,0.00298547
20/05/1997,2751.100098,-0.011995646
21/05/1997,2786.399902,0.012749538
22/05/1997,2741.699951,-0.016172257
23/05/1997,2762.899902,0.007702669
26/05/1997,2654.699951,-0.039949182
27/05/1997,2680.300049,0.009597111
28/05/1997,2583.199951,-0.036899825
29/05/1997,2579.199951,-0.001549667
30/05/1997,2583.899902,0.001820593
02/06/1997,2601.5,0.006788354
03/06/1997,2624.5,0.0088022
04/06/1997,2635.399902,0.004144534
05/06/1997,2690.899902,0.020840738
06/06/1997,2719.300049,0.010498838
09/06/1997,2686.199951,-0.012246975
10/06/1997,2664.199951,-0.008223731
11/06/1997,2696.199951,0.01193955
12/06/1997,2760.300049,0.023496031
13/06/1997,2808.5,0.017311146
16/06/1997,2795.899902,-0.00449651
17/06/1997,2762.600098,-0.011981723
18/06/1997,2751.699951,-0.003953416
19/06/1997,2739.699951,-0.004370477
20/06/1997,2757.100098,0.006331031
23/06/1997,2762.199951,0.001848008
24/06/1997,2784.800049,0.008148629
25/06/1997,2867.399902,0.029229587
26/06/1997,2893.600098,0.009095774
27/06/1997,2891,-0.000898972
30/06/1997,2858.300049,-0.011375403
01/07/1997,2944,0.029542141
02/07/1997,2909.5,-0.011787956
03/07/1997,2937,0.009407407
04/07/1997,2934.5,-0.000851571
07/07/1997,2947.699951,0.004488108
08/07/1997,2929.800049,-0.006091011
09/07/1997,2950.600098,0.007074395
10/07/1997,2929.100098,-0.007313331
11/07/1997,2941.600098,0.004258442
15/07/1997,2950.699951,0.00308873
16/07/1997,2988,0.012561853
17/07/1997,2958.600098,-0.009888051
18/07/1997,2876.699951,-0.02807243
21/07/1997,2874.100098,-0.000904171
22/07/1997,2921.100098,0.016220675
23/07/1997,3003.5,0.027817984
24/07/1997,2973.5,-0.010038565
25/07/1997,3025.899902,0.017468825
28/07/1997,3022.199951,-0.001223509
29/07/1997,3023.600098,0.00046318
30/07/1997,3069.300049,0.015001332
